10
0.0909;19,12,14,18,10,16,13,8,1,15,17,4,9,7,11,3,6,2,5,0
0.1818;0,12,5,7,3,1,8,15,11,2,4,6,10,18,9,14,17,19,16,13
0.2727;18,7,19,1,10,17,8,3,14,16,12,15,11,13,9,4,0,2,6,5
0.3636;0,14,4,18,2,1,11,7,9,3,17,6,13,5,12,16,19,15,10,8
0.4545;14,6,18,4,12,19,9,5,15,7,1,13,3,11,8,2,0,10,17,16
0.5455;5,3,2,14,6,0,11,8,1,9,16,7,19,12,10,17,18,13,15,4
0.6364;14,13,19,7,12,18,5,16,11,17,2,10,3,6,15,4,0,1,9,8
0.7273;2,5,0,9,15,7,12,8,4,1,13,3,16,18,6,10,19,14,17,11
0.8182;19,3,17,12,8,11,9,13,10,18,4,16,1,0,14,6,5,15,7,2
0.9091;11,19,3,8,17,6,9,1,5,7,15,2,18,10,0,13,14,4,12,16
