10
0.0909;0,2,15,3,18,8,5,1,6,12,10,16,17,13,14,7,4,19,11,9
0.1818;17,1,19,4,12,8,13,18,14,10,2,16,0,6,5,15,3,7,11,9
0.2727;17,15,12,8,4,19,1,18,14,3,13,9,0,2,6,16,10,7,11,5
0.3636;9,15,19,18,7,6,16,14,1,3,13,0,2,4,12,8,10,17,11,5
0.4545;0,4,6,18,11,16,19,9,3,1,5,14,12,17,10,8,2,15,7,13
0.5455;10,13,14,17,15,16,11,9,3,1,6,5,8,19,4,12,7,18,2,0
0.6364;14,2,1,9,15,8,17,0,6,10,3,5,16,13,7,11,4,18,19,12
0.7273;19,12,7,6,14,18,8,5,2,4,9,0,16,13,1,11,10,17,15,3
0.8182;19,12,11,4,15,8,18,1,2,0,10,6,17,5,13,16,9,7,3,14
0.9091;7,3,11,4,13,9,0,18,2,1,12,8,16,5,10,17,6,15,19,14
