10
0.0909;0,12,19,18,16,17,7,1,10,8,3,13,2,15,14,4,5,6,9,11
0.1818;19,7,17,6,0,16,14,8,15,1,11,4,2,9,3,12,10,13,18,5
0.2727;8,14,18,4,19,5,6,15,10,1,3,13,9,7,11,16,12,17,2,0
0.3636;14,16,2,11,0,3,7,8,5,1,12,6,18,9,15,19,10,13,17,4
0.4545;7,1,3,19,14,2,10,18,12,15,0,5,9,13,8,6,4,16,17,11
0.5455;10,2,12,4,0,11,14,8,18,15,1,16,5,19,13,6,17,7,3,9
0.6364;2,14,0,16,7,19,8,17,6,9,11,13,5,12,1,18,3,4,15,10
0.7273;6,19,8,13,15,9,14,11,1,17,0,12,5,2,10,18,16,3,4,7
0.8182;11,14,3,4,2,6,5,1,8,13,15,12,10,19,17,16,7,9,0,18
0.9091;12,2,17,6,0,8,13,19,7,16,14,10,3,1,11,5,9,18,4,15
