10
0.0909;3,18,2,6,0,1,8,5,11,7,9,10,19,4,14,12,13,16,17,15
0.1818;6,16,5,9,4,2,13,1,11,8,12,3,15,7,0,14,19,18,10,17
0.2727;2,13,1,14,5,9,0,7,6,12,17,4,10,8,3,16,19,15,11,18
0.3636;9,17,0,18,6,7,3,15,2,8,11,1,4,5,12,19,13,16,10,14
0.4545;13,14,1,11,15,7,9,19,4,2,17,0,3,8,6,18,16,10,5,12
0.5455;15,18,14,7,12,10,4,19,6,2,8,1,5,0,11,17,16,3,9,13
0.6364;10,17,16,19,11,5,9,13,2,3,12,0,4,6,15,14,18,1,8,7
0.7273;2,16,12,18,15,9,6,11,0,5,14,13,1,4,17,10,19,8,3,7
0.8182;6,17,9,16,7,12,8,5,0,3,10,15,2,4,18,13,14,19,11,1
0.9091;7,19,11,1,4,18,12,9,5,3,13,15,6,0,10,16,8,17,14,2
