10
0.0909;19,6,16,12,15,5,3,7,14,13,10,9,0,4,2,11,17,18,1,8
0.1818;0,2,17,6,7,16,8,15,1,11,13,9,14,12,19,5,3,18,4,10
0.2727;7,19,10,1,8,11,15,5,3,14,13,0,16,12,2,17,18,4,9,6
0.3636;18,15,3,17,12,7,5,10,4,2,11,19,9,16,14,0,13,6,1,8
0.4545;8,0,11,5,16,17,15,9,4,19,18,6,12,14,7,10,3,1,13,2
0.5455;9,14,3,17,19,11,10,8,18,1,4,13,2,5,6,12,16,7,15,0
0.6364;15,0,17,4,19,5,9,12,7,10,18,6,2,3,16,8,1,11,14,13
0.7273;11,16,6,14,19,15,5,9,3,2,0,10,12,18,8,1,7,17,4,13
0.8182;17,4,7,12,14,1,18,6,15,16,2,11,3,5,9,10,19,0,8,13
0.9091;8,17,3,5,11,18,4,12,15,13,16,2,9,6,14,0,10,7,19,1
