10
0.0909;5,18,12,0,8,4,6,7,3,9,10,11,2,13,15,16,14,17,1,19
0.1818;10,8,4,0,17,9,6,7,3,12,14,11,2,1,13,16,5,18,15,19
0.2727;19,8,4,10,15,14,12,7,9,16,3,11,13,1,2,6,5,18,17,0
0.3636;3,8,4,11,9,6,12,7,15,14,19,10,2,5,13,16,17,18,1,0
0.4545;3,12,14,13,9,6,5,8,15,1,18,10,2,7,11,16,19,17,4,0
0.5455;17,12,14,5,9,19,13,8,16,1,4,10,3,15,11,6,7,2,18,0
0.6364;2,13,14,8,9,19,12,17,16,1,15,6,3,11,4,18,7,5,10,0
0.7273;2,9,14,5,17,18,6,11,3,1,15,12,16,13,4,10,7,8,19,0
0.8182;1,0,7,5,17,18,6,19,3,2,9,12,14,10,13,4,16,8,11,15
0.9091;14,15,7,4,17,18,6,3,10,2,9,12,5,19,13,1,0,8,16,11
