10
0.0909;0,8,9,3,7,5,6,4,1,2,17,11,12,10,13,15,16,14,19,18
0.1818;2,5,7,11,15,8,6,4,1,0,17,18,12,10,13,3,16,14,19,9
0.2727;7,11,2,6,19,8,18,1,4,5,17,0,12,10,13,3,16,14,15,9
0.3636;11,7,2,18,16,8,9,14,4,5,17,0,12,10,3,13,15,1,19,6
0.4545;3,19,2,18,16,8,1,14,4,5,15,0,12,10,17,7,11,13,9,6
0.5455;11,19,2,18,12,8,1,13,4,5,17,0,15,14,3,7,16,10,9,6
0.6364;9,17,15,19,8,5,1,13,14,12,18,0,2,4,3,7,16,10,11,6
0.7273;0,1,14,19,4,9,17,13,15,12,2,11,18,8,3,7,16,10,5,6
0.8182;0,18,19,14,4,7,13,5,16,12,2,11,1,17,3,9,15,10,8,6
0.9091;2,13,19,14,4,7,18,5,16,0,12,3,1,17,8,9,6,11,10,15
